date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused1,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused2,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused3,unused4,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel
2021-04-02,US,,,0,,,iso1:us,30559058,553411,32985893,354435160,67410,801783,571310,41313,,86950,59774,8462,,68587,195477435,96629337,55046536,0.054,,19.5,0.21,1.04,0.1,,,0.69,2,0.292,0.166,954,150037459,2,3,,,136.3,,,,,,,,,0.052,,35761,,10.8,,1
2021-04-03,US,,,0,,,iso1:us,30623190,554164,33045750,355344611,67410,797012,547367,40919,,86640,58317,8537,,64132,198554855,98885999,56828563,0.054,,19.6,0.21,1.04,0.1,,,0.67,2,0.298,0.171,685,153895120,2,3,,,137.4,,,,,,,,,0.051,,36001,,10.9,,1
2021-04-04,US,,,0,,,iso1:us,30660013,554436,33089635,355864588,67410,793307,532517,41517,,86237,56880,8602,,36823,198573105,100829548,58343195,0.054,,19.3,0.21,1.03,0.1,,,0.66,2,0.304,0.176,273,157164779,2,3,,,135.0,,,,,,,,,0.052,,36120,,10.9,,1
2021-04-05,US,,,0,,,iso1:us,30736562,554966,32245903,346517529,67410,750164,505437,42427,,86157,57467,8845,,76549,198573205,102074628,59289360,,,19.5,0.21,1.03,0.1,,,0.67,2,0.308,0.179,541,159216431,2,3,,,136.8,,,,,,,,,0.057,,36503,,11.0,,1
2021-04-06,US,,,0,,,iso1:us,30798532,555875,32322515,347992351,67410,755452,536427,43804,,86698,60335,9008,,61970,209704365,102823345,59890914,0.054,,19.5,0.21,1.02,0.1,,,0.7,2,0.31,0.181,909,160577113,2,3,,,136.7,,,,,,,,,0.058,,37134,,11.2,,1
2021-04-07,US,,,0,,,iso1:us,30871619,558446,33304250,359811898,67410,800645,583725,44303,,87054,61764,9019,,71323,215345675,104431505,61226709,0.07,,19.7,0.21,1.02,0.1,,,0.71,2,0.315,0.185,855,163325830,2,3,,,137.7,,,,,,,,,0.055,,37689,,11.4,,1
2021-04-08,US,,,0,,,iso1:us,30952049,559448,33383294,361257633,67410,801242,586899,44354,,86852,61784,9190,,80430,219188605,106385937,62903087,0.07,,19.8,0.21,1.01,0.1,,,0.71,2,0.321,0.19,1002,166555865,2,3,,,138.7,,,,,,,,,0.055,,38053,,11.5,,1
2021-04-09,US,,,0,,,iso1:us,31033628,560394,33458740,362633616,67410,799796,582763,44319,,86838,61677,9141,,80279,223229115,108673451,64796138,0.07,,20.3,0.2,1.0,0.1,,,0.71,2,0.328,0.195,948,170330339,2,3,,,142.2,,,,,,,,,0.055,,38473,,11.6,,1
2021-04-10,US,,,0,,,iso1:us,31098384,561098,33522257,363581989,67410,799224,565563,43704,,86718,60285,9126,,64004,227182895,111261648,67176375,0.07,,20.3,0.2,0.99,0.1,,,0.7,2,0.336,0.203,704,174770346,2,3,,,142.2,,,,,,,,,0.055,,38787,,11.7,,1
2021-04-11,US,,,0,,,iso1:us,31146359,561399,33571602,364179770,67410,795163,553038,44470,,86490,58628,9241,,47975,227184065,113233981,69006923,0.07,,20.8,0.2,0.99,0.1,,,0.68,2,0.342,0.208,307,178149748,2,3,,,145.6,,,,,,,,,0.056,,39194,,11.8,,1
2021-04-12,US,,,0,,,iso1:us,31218259,561864,33633171,365178576,67410,746149,522030,45386,,86310,59155,9448,,71900,227184265,114754266,70360548,0.069,,20.6,0.2,0.98,0.1,,,0.69,2,0.346,0.212,474,180661993,2,3,,,144.2,,,,,,,,,0.061,,39427,,11.9,,1
2021-04-13,US,,,0,,,iso1:us,31295568,562847,33710380,366720402,67410,748974,547092,45827,,86567,61550,9533,,75877,234618965,116143045,71572823,0.069,,21.2,0.19,0.97,0.1,,,0.71,2,0.35,0.216,819,183168573,2,3,,,148.4,,,,,,,,,0.061,,39318,,11.9,,1
2021-04-14,US,,,0,,,iso1:us,31371314,563782,33792495,368324286,67410,805097,598524,46199,,88894,63339,9577,,75746,239932885,117682714,72836635,0.054,,21.4,0.19,0.96,0.1,,,0.71,2,0.355,0.22,943,185535305,2,3,,,149.7,,,,,,,,,0.057,,39337,,11.9,,1
2021-04-15,US,,,0,,,iso1:us,31444986,564699,33868177,369740313,67410,803973,596482,45545,,86770,62089,9473,,73672,244153595,119489551,74553826,0.054,,21.1,0.19,0.95,0.1,,,0.72,2,0.36,0.225,899,188882693,2,3,,,147.7,,,,,,,,,0.057,,39378,,11.9,,1
2021-04-16,US,,,0,,,iso1:us,31523331,565634,33941673,371128860,67410,803542,591986,45835,,86921,62156,9527,,78345,247119555,121322756,76565706,0.054,,21.0,0.19,0.95,0.1,,,0.72,2,0.366,0.231,935,192672784,2,3,,,147.1,,,,,,,,,0.057,,39586,,11.9,,1
2021-04-17,US,,,0,,,iso1:us,31577199,566311,33998195,372085627,67410,798592,571359,45097,,86524,60824,9548,,57881,252753695,122996260,78337423,0.053,,20.7,0.2,0.94,0.1,,,0.7,2,0.371,0.236,679,196103898,2,3,,,145.2,,,,,,,,,0.056,,39864,,12.0,,1
2021-04-18,US,,,0,,,iso1:us,31618594,566669,34041001,372656397,67410,794651,556168,45590,,86216,58809,9630,,41395,252759705,124674558,80049109,0.052,,20.5,0.2,0.93,0.1,,,0.68,2,0.376,0.241,312,199493658,2,3,,,143.2,,,,,,,,,0.057,,39887,,12.0,,1
2021-04-19,US,,,0,,,iso1:us,31688831,567153,34095735,373620832,67410,745612,522952,46487,,86155,59017,9825,,64988,252759705,125697992,81106243,0.052,,20.2,0.2,0.92,0.1,,,0.69,2,0.379,0.245,484,201580185,2,3,,,141.2,,,,,,,,,0.062,,39865,,12.0,,1
2021-04-20,US,,,0,,,iso1:us,31749850,567985,34164459,375120204,67410,749109,547196,46579,,86600,62014,9917,,59606,260110555,126521532,81906363,0.051,,19.5,0.21,0.92,0.1,,,0.72,2,0.382,0.247,840,203204192,2,3,,,136.2,,,,,,,,,0.062,,39732,,12.0,,1
2021-04-21,US,,,0,,,iso1:us,31812332,568825,34234293,376704864,67410,803712,597142,46340,,86730,62316,9915,,62482,265692915,127650764,83211915,0.05,,18.9,0.22,0.91,0.1,,,0.72,2,0.385,0.251,840,205662942,2,3,,,132.2,,,,,,,,,0.058,,39551,,11.9,,1
2021-04-22,US,,,0,,,iso1:us,31878534,569736,34299204,378139354,67410,802509,595965,45284,,86532,62300,9841,,66202,269821605,128942215,84789254,0.049,,18.6,0.22,0.9,0.1,,,0.72,2,0.389,0.256,911,208538272,2,3,,,130.0,,,,,,,,,0.056,,39240,,11.8,,1
2021-04-23,US,,,0,,,iso1:us,31942316,570609,34360283,379489557,67410,802084,590820,44632,,86639,62021,9704,,63782,273433515,130321047,86640313,0.048,,17.9,0.23,0.9,0.1,,,0.72,2,0.393,0.261,873,211774596,2,3,,,125.6,,,,,,,,,0.056,,38538,,11.6,,1
2021-04-24,US,,,0,,,iso1:us,31992784,571334,34408566,380435832,67410,800344,569685,43198,,86227,60258,9571,,,277672875,131667476,88466886,0.047,,,,0.9,0.1,,,0.7,2,0.397,0.267,725,214962339,2,3,,,,,,,,,,,,0.054,,37753,,11.4,,1
2021-04-25,US,,,0,,,iso1:us,32026371,571616,34445295,380989503,67410,796301,555162,42847,,86258,59021,9545,,33587,277679225,132927236,90093656,0.046,,17.6,0.23,0.89,0.1,,,0.68,2,0.401,0.272,283,217852646,2,3,,,123.4,,,,,,,,,0.054,,37089,,11.2,,1
2021-04-26,US,,,0,,,iso1:us,32073676,572095,34493388,381939344,67410,743613,521225,43557,,85869,59016,9756,,56310,277679225,133875578,91175549,0.046,,17.2,0.24,0.89,0.1,,,0.69,2,0.404,0.275,479,219886418,2,3,,,120.4,,,,,,,,,0.059,,36490,,11.0,,1
2021-04-27,US,,,0,,,iso1:us,32125537,572808,34553830,383454452,67410,747615,547076,43438,,86378,61883,9662,,51861,284279725,134612856,91994588,0.045,,16.8,0.24,0.88,0.1,,,0.72,2,0.406,0.278,872,221443856,2,3,,,117.6,,,,,,,,,0.058,,35985,,10.9,,1
2021-04-28,US,,,0,,,iso1:us,32180340,573742,34614286,384970916,67410,802533,597231,43075,,87049,62666,9533,,54803,288487605,135525329,93261431,0.044,,16.4,0.25,0.88,0.1,,,0.72,2,0.409,0.281,934,223624293,2,3,,,114.9,,,,,,,,,0.054,,35399,,10.7,,1
2021-04-29,US,,,0,,,iso1:us,32237914,574616,34672672,386333368,67410,803223,597468,41920,,86500,61976,9369,,57574,291902765,136578925,94822465,0.044,,16.0,0.25,0.88,0.1,,,0.72,2,0.412,0.286,874,226239741,2,3,,,111.9,,,,,,,,,0.052,,34953,,10.5,,1
2021-04-30,US,,,0,,,iso1:us,32296394,575476,34725185,387596093,67410,801474,591340,41031,,86688,61928,9239,,58480,295033425,137627150,96468147,0.043,,15.7,0.26,0.87,0.1,,,0.71,2,0.415,0.291,860,228902473,2,3,,,110.0,,,,,,,,,0.051,,34744,,10.5,,1
2021-05-01,US,,,0,,,iso1:us,32341142,576191,34766911,388458142,67410,797234,569073,39592,,86336,60062,9102,,44748,298523215,138925386,98390346,0.043,,15.4,0.26,0.87,0.1,,,0.7,2,0.419,0.297,715,232075062,2,3,,,107.8,,,,,,,,,0.05,,34216,,10.3,,1
2021-05-02,US,,,0,,,iso1:us,32370761,576503,34798056,388950363,67410,793641,554511,39532,,86195,58500,9072,,29619,298524585,139681894,99651996,0.042,,15.2,0.27,0.86,0.1,,,0.68,2,0.421,0.301,314,234070299,2,3,,,106.6,,,,,,,,,0.05,,33733,,10.2,,1
2021-05-03,US,,,0,,,iso1:us,32420699,576962,34837382,389807992,67410,743619,521027,39836,,85955,58735,9207,,49938,298524585,140128418,100360363,0.042,,15.0,0.27,0.86,0.1,,,0.68,2,0.423,0.303,459,235200799,2,3,,,104.7,,,,,,,,,0.054,,33513,,10.1,,1
2021-05-04,US,,,0,,,iso1:us,32461617,577865,34885432,391183947,67410,748524,547184,39805,,86049,61355,9178,,40918,304228935,140484781,100969758,0.041,,14.5,0.28,0.86,0.1,,,0.71,2,0.424,0.305,903,236137607,2,3,,,101.4,,,,,,,,,0.053,,32997,,10.0,,1
2021-05-05,US,,,0,,,iso1:us,32506324,578640,34933959,392668515,67410,805118,597502,39430,,86637,61718,8949,,42178,307222735,141127659,102101734,0.04,,13.9,0.29,0.85,0.1,,,0.71,2,0.426,0.308,775,237874112,2,2,,,97.6,,,,,,,,,0.049,,32494,,9.8,,0
2021-05-06,US,,,0,,,iso1:us,32554014,579471,34979747,393935175,67410,805140,596412,38448,,86804,61779,8832,,47690,310103915,141994397,103636155,0.039,,13.5,0.3,0.85,0.1,,,0.71,2,0.428,0.313,831,240206342,2,2,,,94.6,,,,,,,,,0.048,,31870,,9.6,,0
2021-05-07,US,,,0,,,iso1:us,32601504,580283,35021579,395074563,67410,799474,587283,37622,,86561,61207,8645,,47490,312535935,142915104,105427228,0.038,,13.0,0.31,0.85,0.1,,,0.71,2,0.431,0.318,813,242836440,2,2,,,91.3,,,,,,,,,0.047,,31192,,9.4,,0
2021-05-08,US,,,0,,,iso1:us,32635101,580887,35054149,395895126,67410,795939,563430,36145,,86104,59347,8468,,33597,315056135,143773376,107109632,0.037,,12.6,0.32,0.84,0.1,,,0.69,2,0.434,0.323,607,245305603,2,2,,,87.9,,,,,,,,,0.045,,30793,,9.3,,0
2021-05-09,US,,,0,,,iso1:us,32657427,581133,35077020,396359023,67410,791061,547667,35446,,85746,57698,8359,,22326,315057305,144540655,108672145,0.036,,12.2,0.33,0.84,0.1,,,0.67,2,0.436,0.328,248,247574384,2,2,,,85.7,,,,,,,,,0.045,,30186,,9.1,,0
2021-05-10,US,,,0,,,iso1:us,32693954,581503,35108015,397187730,67410,738772,508873,35436,,85519,57551,8341,,36527,315057305,145221483,109908429,0.035,,11.7,0.35,0.84,0.1,,,0.67,2,0.438,0.332,373,249405136,2,2,,,81.7,,,,,,,,,0.048,,29501,,8.9,,0
2021-05-11,US,,,0,,,iso1:us,32727994,582196,35147006,398486038,67410,743470,535975,35255,,85779,59983,8298,,34040,319167515,145834304,110931245,0.035,,11.4,0.36,0.84,0.1,,,0.7,2,0.44,0.335,697,250903829,2,2,,,79.6,,,,,,,,,0.047,,28805,,8.7,,0
2021-05-12,US,,,0,,,iso1:us,32763437,583044,35184523,399795469,67410,797169,587546,34881,,86155,60605,8114,,35443,322083495,146347208,111959652,0.034,,11.1,0.37,0.83,0.1,,,0.7,2,0.441,0.338,848,252393061,2,2,,,77.6,,,,,,,,,0.044,,28202,,8.5,,0
2021-05-13,US,,,0,,,iso1:us,32271539,583824,35220202,400957725,67410,798992,586324,33942,,85994,60318,7917,,37309,324013885,146949650,113231258,0.033,,10.6,0.38,0.83,0.1,,,0.7,2,0.443,0.342,780,254210906,2,2,,,74.4,,,,,,,,,0.042,,27569,,8.3,,0
2021-05-14,US,,,0,,,iso1:us,32307580,584556,35252535,402011762,67410,797529,580208,32795,,86097,59630,7628,,36041,326604125,147547917,114454073,0.032,,10.1,0.4,0.83,0.1,,,0.69,2,0.445,0.345,747,255982791,2,2,,,71.0,,,,,,,,,0.041,,26924,,8.1,,0
2021-05-15,US,,,0,,,iso1:us,32334603,585115,35277903,402774256,67410,793931,559801,31515,,85600,58233,7409,,25879,329034085,148472626,115904723,0.032,,9.8,0.41,0.83,0.1,,,0.68,1,0.448,0.35,482,258284678,1,2,,,68.6,,,,,,,,,0.04,,26272,,7.9,,0
2021-05-16,US,,,0,,,iso1:us,32888576,585407,35296630,403210123,67410,789860,546413,31154,,85398,56812,7270,,16455,329034185,149351321,117085180,0.031,,9.6,0.43,0.83,0.1,,,0.67,1,0.451,0.353,292,260296980,1,2,,,66.9,,,,,,,,,0.039,,25799,,7.8,,0
2021-05-17,US,,,0,,,iso1:us,32917771,585791,35321518,403983075,67410,739860,513481,30928,,85508,57397,7299,,29195,329034185,150000610,117873511,0.03,,9.2,0.44,0.82,0.1,,,0.67,1,0.453,0.356,398,261700785,1,2,,,64.7,,,,,,,,,0.042,,25227,,7.6,,0
2021-05-18,US,,,0,,,iso1:us,32945607,586658,35352308,405167765,67410,744453,538163,30654,,86066,59926,7163,,27228,331151095,150520782,118486012,0.03,,8.9,0.45,0.82,0.1,,,0.7,1,0.454,0.357,757,262793459,1,2,,,62.6,,,,,,,,,0.041,,24701,,7.5,,0
2021-05-19,US,,,0,,,iso1:us,32974392,587333,35381436,406320768,67410,798240,589936,30705,,86248,60566,7056,,28032,333593515,151264816,119412334,0.029,,8.6,0.47,0.82,0.1,,,0.7,1,0.456,0.36,675,264420303,1,2,,,60.4,,,,,,,,,0.038,,24293,,7.3,,0
2021-05-20,US,,,0,,,iso1:us,33003984,587987,35407688,407303250,67410,801039,591133,29358,,86030,60394,6841,,29592,336185985,152219920,120513617,0.029,,8.3,0.49,0.81,0.1,,,0.7,1,0.459,0.364,654,266430378,1,2,,,58.0,,,,,,,,,0.037,,23784,,7.2,,0
2021-05-21,US,,,0,,,iso1:us,33040777,588683,35432526,408265103,67410,799529,585643,28849,,86041,59899,6664,,28341,339054015,153253223,121603009,0.028,,8.0,0.51,0.81,0.1,,,0.7,1,0.462,0.367,696,268492060,1,2,,,55.7,,,,,,,,,0.036,,23349,,7.0,,0
2021-05-22,US,,,0,,,iso1:us,33051303,589162,35452064,408954957,67410,798158,567679,27830,,85615,59067,6472,,17998,341250865,154400153,122788362,0.027,,7.6,0.53,0.81,0.1,,,0.69,1,0.466,0.37,480,270760428,1,2,,,53.3,,,,,,,,,0.035,,23039,,7.0,,0
2021-05-23,US,,,0,,,iso1:us,33065451,589351,35466385,409350959,67410,792147,550529,27389,,85123,56509,6412,,14148,341250865,155201667,123753897,0.027,,7.5,0.54,0.81,0.1,,,0.66,1,0.468,0.373,189,272468283,1,2,,,52.7,,,,,,,,,0.035,,22858,,6.9,,0
2021-05-24,US,,,0,,,iso1:us,33091002,589768,35487719,410042666,67410,740049,516842,27462,,84898,56971,6419,,25551,341250865,155761561,124327900,0.027,,7.4,0.55,0.8,0.1,,,0.67,1,0.47,0.375,303,273577396,1,2,,,51.6,,,,,,,,,0.037,,22662,,6.8,,0
2021-05-25,US,,,0,,,iso1:us,33113835,590468,35510577,411094384,67410,744602,543266,27458,,85657,59557,6311,,22833,342935395,156210518,124773882,0.026,,7.2,0.57,0.8,0.1,,,0.7,1,0.471,0.376,701,274440092,1,2,,,50.2,,,,,,,,,0.037,,22320,,6.7,,0
2021-05-26,US,,,0,,,iso1:us,33137203,591434,35532985,412124775,67410,797561,592702,26984,,85975,60341,6138,,23368,343748655,156879064,125517814,0.025,,7.0,0.58,0.8,0.1,,,0.7,1,0.473,0.379,593,275816375,1,1,,,48.8,,,,,,,,,0.034,,21811,,6.6,,0
2021-05-27,US,,,0,,,iso1:us,33164939,592775,35553712,413031754,67410,797639,590852,26348,,86047,60325,6000,,,345073035,157568149,126321207,0.025,,,,0.8,0.1,,,0.7,1,0.475,0.381,,277259201,1,1,,,,,,,,,,,,0.033,,21585,,6.5,,0
2021-05-28,US,,,0,,,iso1:us,33186918,593534,35571611,413853837,67410,797319,582931,25618,,85760,59261,5778,,21605,346081475,158204641,127045806,0.024,,6.3,0.64,0.81,0.1,,,0.69,1,0.477,0.383,643,278569866,1,1,,,44.2,,,,,,,,,0.032,,21110,,6.4,,0
2021-05-29,US,,,0,,,iso1:us,33198478,593873,35585672,414419429,67410,792243,556959,24534,,85246,57374,5606,,11560,349872215,158942129,127901318,0.024,,6.0,0.68,0.81,0.1,,,0.67,1,0.479,0.386,339,280121142,1,1,,,41.9,,,,,,,,,0.031,,20479,,6.2,,0
2021-05-30,US,,,0,,,iso1:us,33205920,594004,35595964,414769220,67410,791084,541411,23745,,85387,55551,5524,,7443,349874535,159502741,128550708,0.023,,5.6,0.72,0.81,0.1,,,0.65,1,0.481,0.388,131,281314280,1,1,,,39.5,,,,,,,,,0.03,,19929,,6.0,,0
2021-05-31,US,,,0,,,iso1:us,33211423,594154,35605178,415076174,67410,739160,495468,23599,,85312,54960,5542,,5503,349874435,159979505,129044540,0.023,,4.6,0.88,0.82,0.1,,,0.64,1,0.483,0.389,150,282250912,1,1,,,32.5,,,,,,,,,0.032,,19312,,5.8,,0
2021-06-01,US,,,0,,,iso1:us,33233953,594674,35619405,415771418,67410,739657,508363,23893,,85153,55712,5488,,22530,349874435,160232560,129304244,0.023,,4.6,0.88,0.83,0.1,,,0.65,1,0.483,0.39,349,282742428,1,1,,,32.4,,,,,,,,,0.032,,18348,,5.5,,0
2021-06-02,US,,,0,,,iso1:us,33250750,595267,35637546,416862183,67410,797366,577361,23767,,85489,58427,5321,,16797,350515035,160470394,129581764,0.022,,4.3,0.95,0.83,0.1,,,0.68,1,0.484,0.391,593,283236055,1,1,,,30.1,,,,,,,,,0.03,,17943,,5.4,,0
2021-06-03,US,,,0,,,iso1:us,33270215,595883,35655287,417835542,67410,797553,585540,23222,,85611,59478,5174,,18252,351851155,160805399,130048747,0.021,,4.5,0.91,0.84,0.1,,,0.69,1,0.485,0.392,618,284007228,1,1,,,31.3,,,,,,,,,0.029,,17406,,5.3,,0
2021-06-04,US,,,0,,,iso1:us,33246205,596022,35671273,418690944,67410,797463,584774,22239,,85594,59319,4993,,,352597115,161427982,130829585,0.02,,,,0.85,0.1,,,0.69,1,0.487,0.395,,285362485,1,1,,,,,,,,,,,,0.028,,17003,,5.1,,0
2021-06-05,US,,,0,,,iso1:us,33144287,596397,35683634,419296175,67410,794287,566132,21298,,85151,57805,4766,,10458,354882635,161939746,131456783,0.02,,4.1,1.0,0.86,0.1,,,0.68,1,0.489,0.397,375,286462637,1,1,,,28.5,,,,,,,,,0.027,,16683,,5.0,,0
2021-06-06,US,,,0,,,iso1:us,33150440,596649,35692850,419655977,67410,791276,551656,20958,,84790,56019,4675,,6153,354882395,162486248,132293637,0.019,,4.0,1.02,0.87,0.1,,,0.66,1,0.49,0.399,,287532068,1,1,,,28.0,,,,,,,,,0.026,,16355,,4.9,,0
2021-06-07,US,,,0,,,iso1:us,33169716,596985,35705632,420287117,67410,741228,519559,20659,,84747,56521,4683,,19276,354882395,162940437,133032356,0.019,,4.7,0.87,0.88,0.1,,,0.67,1,0.492,0.401,336,288959251,1,1,,,32.9,,,,,,,,,0.028,,16072,,4.8,,0
2021-06-08,US,,,0,,,iso1:us,,597360,35719876,421159864,67410,744426,543989,20761,,85337,59286,4605,,,355426535,163346137,133692106,0.018,,,,0.89,0.1,,,0.69,1,0.493,0.403,449,289985305,1,1,,,,,,,,,,,,0.028,,16124,,4.9,,0
2021-06-09,US,,,0,,,iso1:us,,597932,35734550,422013329,67410,798955,593180,20547,,85816,59790,4475,,,355816835,163656097,134210777,0.018,,,,0.9,0.1,,,0.7,1,0.494,0.405,548,290787969,1,1,,,,,,,,,,,,0.026,,15693,,4.7,,0
2021-06-10,US,,,0,,,iso1:us,33332740,598392,35747895,422787056,67410,798050,593316,19863,,85603,59829,4380,,,356134955,164007163,134782098,0.018,,,,0.91,0.1,,,0.7,1,0.495,0.407,460,291677877,1,1,,,,,,,,,,,,0.025,,15405,,4.6,,0
2021-06-11,US,,,0,,,iso1:us,33349523,598909,35760306,423538591,67410,798155,587410,19227,,85472,59101,4297,,14911,356704265,164335067,135281278,0.018,,3.8,1.06,0.92,0.1,,,0.69,1,0.496,0.408,519,292478544,1,1,,,26.8,,,,,,,,,0.024,,15186,,4.6,,0
2021-06-12,US,,,0,,,iso1:us,33357802,599079,35770570,424084553,67410,796633,567822,18724,,85575,57834,4184,,8279,357647035,164951070,136274966,0.018,,3.7,1.11,0.92,0.1,,,0.68,1,0.498,0.411,,294042526,1,1,,,25.7,,,,,,,,,0.024,,14938,,4.5,,0
2021-06-13,US,,,0,,,iso1:us,33364589,599174,35778313,424422594,67410,792429,551693,18515,,84773,55446,4047,,6787,357646935,165381430,137048849,0.018,,3.7,1.09,0.93,0.1,,,0.65,1,0.499,0.413,95,295213172,1,1,,,26.0,,,,,,,,,0.023,,14814,,4.5,,0
2021-06-14,US,,,0,,,iso1:us,33379688,599384,35789517,425009999,67410,741028,518725,18599,,85112,55846,4066,,15099,357646935,165767467,137995578,0.017,,3.4,1.2,0.94,0.1,,,0.66,1,0.5,0.416,243,296483506,1,1,,,23.8,,,,,,,,,0.025,,14706,,4.4,,0
2021-06-15,US,,,0,,,iso1:us,33391538,599835,35802815,425827791,67410,743989,542667,18515,,85140,58539,3938,,11438,358089585,166186578,138804669,0.017,,3.4,1.19,0.95,0.1,,,0.69,1,0.501,0.419,451,297669110,1,1,,,23.9,,,,,,,,,0.025,,14385,,4.3,,0
2021-06-16,US,,,0,,,iso1:us,33405927,600258,35815969,426607457,67410,797035,591678,18307,,85116,58893,3878,,14392,358400085,166552410,139467210,0.017,,3.6,1.14,0.96,0.1,,,0.69,1,0.502,0.421,429,298664096,1,1,,,25.0,,,,,,,,,0.023,,14223,,4.3,,0
2021-06-17,US,,,0,,,iso1:us,33418091,600546,35828439,427319797,67410,795061,588296,17675,,84994,58562,3806,,12164,360382975,167340508,140728556,0.017,,3.6,1.14,0.96,0.1,,,0.69,1,0.505,0.425,288,300661725,1,1,,,25.1,,,,,,,,,0.022,,13963,,4.2,,0
2021-06-18,US,,,0,,,iso1:us,33430785,601015,35841315,427999982,67410,789039,583862,17634,,85004,58381,3739,,12694,361087875,167745392,141402694,0.018,,3.5,1.17,0.97,0.1,,,0.69,1,0.506,0.427,469,301704030,1,1,,,24.4,,,,,,,,,0.022,,13734,,4.1,,0
2021-06-19,US,,,0,,,iso1:us,33438365,601184,35851749,428486148,67410,788667,561881,16983,,84494,56433,3673,,7040,362121535,168169077,142035076,0.018,,3.4,1.19,0.98,0.1,,,0.67,1,0.507,0.428,169,302722363,1,1,,,24.0,,,,,,,,,0.022,,13549,,4.1,,0
2021-06-20,US,,,0,,,iso1:us,33442428,601274,35859398,428811746,67410,785654,548665,17012,,84205,54778,3663,,4063,362121535,168502855,142554100,0.018,,3.3,1.23,0.98,0.1,,,0.65,1,0.508,0.43,90,303535398,1,1,,,23.2,,,,,,,,,0.022,,13335,,4.0,,0
2021-06-21,US,,,0,,,iso1:us,33458239,601562,35870452,429372344,67410,734667,512170,16879,,84447,55109,3708,,15811,362121535,168749812,142921352,0.018,,3.3,1.22,0.99,0.1,,,0.65,1,0.509,0.431,292,304129314,1,1,,,23.4,,,,,,,,,0.023,,13177,,4.0,,0
2021-06-22,US,,,0,,,iso1:us,33470974,601994,35884558,430141515,67410,738895,540909,17045,,84849,57900,3741,,12735,362548655,169034927,143292248,0.019,,3.4,1.2,0.99,0.1,,,0.68,1,0.51,0.432,432,304765263,1,1,,,23.8,,,,,,,,,0.023,,13198,,4.0,,0
2021-06-23,US,,,0,,,iso1:us,33484999,602392,35898697,430892168,67410,795801,592357,17168,,85215,58768,3697,,14026,361969735,169335143,143639042,0.019,,3.4,1.2,1.0,0.1,,,0.69,1,0.511,0.433,398,305389142,1,1,,,23.7,,,,,,,,,0.022,,13116,,4.0,,0
2021-06-24,US,,,0,,,iso1:us,33499688,602747,35912402,431574507,67410,796477,591396,16880,,85122,58800,3635,,14689,362328075,169701625,144082568,0.019,,3.5,1.16,1.01,0.1,,,0.69,1,0.512,0.435,,306172824,1,1,,,24.5,,,,,,,,,0.021,,13151,,4.0,,0
2021-06-25,US,,,0,,,iso1:us,33514578,603205,35926709,432232873,67410,794387,583698,16902,,84741,57521,3616,,14890,363275985,169842372,144417075,0.02,,3.6,1.13,1.03,0.1,,,0.68,1,0.512,0.436,458,306640617,1,1,,,25.1,,,,,,,,,0.021,,13086,,3.9,,0
2021-06-26,US,,,0,,,iso1:us,33521369,603331,35938489,432713424,67410,789867,562432,16782,,84504,56248,3561,,6791,364288705,170210285,144967647,0.02,,3.6,1.14,1.04,0.1,,,0.67,1,0.513,0.437,127,307534494,1,1,,,25.0,,,,,,,,,0.021,,13196,,4.0,,0
2021-06-27,US,,,0,,,iso1:us,33525456,603427,35948324,433042166,67410,786926,549265,16415,,84264,54762,3524,,4087,364288425,170583324,145793973,0.021,,3.6,1.14,1.06,0.1,,,0.65,1,0.515,0.44,97,308710871,1,1,,,25.0,,,,,,,,,0.021,,13365,,4.0,,0
2021-06-28,US,,,0,,,iso1:us,33540984,603587,35962243,433580191,67410,728939,508902,16497,,84383,55140,3616,,15528,364288425,170920171,146519394,0.021,,3.6,1.14,1.08,0.1,,,0.65,1,0.516,0.442,165,309768034,1,1,,,25.0,,,,,,,,,0.023,,13523,,4.1,,0
